K Value,Random State,TN,FP,FN,TP,Accuracy,Precision,Recall,F1-Score
136,225,8124,6,2410,206,0.7751721570817048,0.7712170115815454,0.9992619926199262,0.8705529361337335
136,2067,8196,3,2339,208,0.7820584403498977,0.7779781680113906,0.9996341017197219,0.8749866552791716
136,4133,8218,2,2312,214,0.7846640610459706,0.7804368471035138,0.9997566909975669,0.8765866666666666
136,6741,8152,4,2370,220,0.7790805881258143,0.774757650636761,0.9995095635115253,0.8728985972802227
136,9931,8149,1,2386,210,0.7778708356597804,0.7735168485999051,0.9998773006134969,0.8722504682900722
136,58146,8154,4,2389,199,0.7773124883677648,0.7734041544152518,0.9995096837460162,0.8720389283995509
136,79327,8200,1,2343,202,0.7818723245858924,0.7777672389263018,0.9998780636507743,0.8749466495945368
136,3114652,8084,4,2451,207,0.7715428996836032,0.7673469387755102,0.9995054401582592,0.8681737636256242
136,8538320,8120,2,2407,217,0.775823562255723,0.7713498622589532,0.9997537552327013,0.8708241728779023
137,80,8144,4,2385,213,0.7776847198957751,0.7734827618957166,0.9995090819833088,0.8720886652031911
137,225,8124,6,2407,209,0.7754513307277127,0.7714367106637546,0.9992619926199262,0.8706928889127058
137,2067,8196,3,2337,210,0.7822445561139029,0.778125890059812,0.9996341017197219,0.875080076873799
137,4133,8218,2,2311,215,0.7847571189279732,0.7805109697027258,0.9997566909975669,0.8766334204490907
137,6741,8152,4,2369,221,0.7791736460078169,0.7748312898013496,0.9995095635115253,0.8729453338330568
137,9931,8149,1,2384,212,0.7780569514237856,0.7736637235355549,0.9998773006134969,0.8723438419953968
137,58146,8154,4,2389,199,0.7773124883677648,0.7734041544152518,0.9995096837460162,0.8720389283995509
137,79327,8200,1,2342,203,0.781965382467895,0.7778410168848416,0.9998780636507743,0.8749933308435149
137,3114652,8084,4,2451,207,0.7715428996836032,0.7673469387755102,0.9995054401582592,0.8681737636256242
137,8538320,8120,2,2403,221,0.7761957937837335,0.7716430675662834,0.9997537552327013,0.8710109949048002
138,80,8145,3,2389,209,0.7774055462497673,0.7732105562939054,0.9996318114874816,0.8719623166684509
138,225,8124,6,2408,208,0.77535827284571,0.771363463729586,0.9992619926199262,0.8706462329868182
138,2067,8196,3,2342,205,0.7817792667038899,0.7777566900740178,0.9996341017197219,0.8748465602817955
138,4133,8218,2,2315,211,0.7843848873999628,0.7802145637520175,0.9997566909975669,0.8764464352370288
138,6741,8152,4,2371,219,0.7789875302438116,0.7746840254680224,0.9995095635115253,0.8728518657315704
138,9931,8149,1,2389,207,0.7775916620137726,0.773296640728791,0.9998773006134969,0.8721104452054794
138,58146,8154,4,2391,197,0.7771263726037595,0.77325746799431,0.9995096837460162,0.8719456771640913
138,79327,8200,1,2342,203,0.781965382467895,0.7778410168848416,0.9998780636507743,0.8749933308435149
138,3114652,8084,4,2455,203,0.7711706681555928,0.7670556978840497,0.9995054401582592,0.8679873302195736
138,8538320,8120,2,2410,214,0.7755443886097152,0.7711301044634378,0.9997537552327013,0.8706841089427406
139,80,8145,3,2388,210,0.77749860413177,0.7732839646824267,0.9996318114874816,0.8720089930945881
139,225,8124,6,2407,209,0.7754513307277127,0.7714367106637546,0.9992619926199262,0.8706928889127058
139,2067,8196,3,2341,206,0.7818723245858924,0.7778305020404289,0.9996341017197219,0.8748932536293768
139,4133,8217,3,2315,211,0.7842918295179602,0.7801936954044816,0.9996350364963503,0.8763865187713311
139,6741,8152,4,2371,219,0.7789875302438116,0.7746840254680224,0.9995095635115253,0.8728518657315704
139,9931,8149,1,2389,207,0.7775916620137726,0.773296640728791,0.9998773006134969,0.8721104452054794
139,58146,8154,4,2391,197,0.7771263726037595,0.77325746799431,0.9995096837460162,0.8719456771640913
139,79327,8200,1,2342,203,0.781965382467895,0.7778410168848416,0.9998780636507743,0.8749933308435149
139,3114652,8084,4,2453,205,0.7713567839195979,0.7672012906899497,0.9995054401582592,0.8680805369127517
139,8538320,8120,2,2408,216,0.7757305043737205,0.7712765957446809,0.9997537552327013,0.8707774798927613
140,80,8145,3,2393,205,0.777033314721757,0.7729170620611122,0.9996318114874816,0.8717756609226159
140,225,8124,6,2412,204,0.7749860413176997,0.7710706150341685,0.9992619926199262,0.8704596592735455
140,2067,8196,3,2346,201,0.7814070351758794,0.7774615822424588,0.9996341017197219,0.8746598367216265
140,4133,8218,2,2318,208,0.784105713753955,0.7799924069855733,0.9997566909975669,0.8763062486670932
140,6741,8152,4,2373,217,0.7788014144798064,0.7745368171021377,0.9995095635115253,0.8727584176435952
140,9931,8149,1,2393,203,0.7772194304857621,0.7730032251944603,0.9998773006134969,0.8719238176760111
140,58146,8154,4,2397,191,0.776568025311744,0.7728177423940858,0.9995096837460162,0.87166604308087
140,79327,8200,1,2349,196,0.7813139772938767,0.7773248649161058,0.9998780636507743,0.8746666666666665
140,3114652,8084,4,2458,200,0.7708914945095849,0.766837412255739,0.9995054401582592,0.8678475577026301
140,8538320,8120,2,2414,210,0.7751721570817048,0.7708372887791912,0.9997537552327013,0.8704974271012008
141,80,8145,3,2393,205,0.777033314721757,0.7729170620611122,0.9996318114874816,0.8717756609226159
141,225,8124,6,2411,205,0.7750790991997022,0.7711438063597532,0.9992619926199262,0.8705062952049291
141,2067,8196,3,2343,204,0.7816862088218872,0.7776828921150014,0.9996341017197219,0.8747998719180277
141,4133,8218,2,2317,209,0.7841987716359575,0.7800664451827243,0.9997566909975669,0.8763529725406558
141,6741,8152,4,2372,218,0.7788944723618091,0.7746104142911441,0.9995095635115253,0.8728051391862954
141,9931,8149,1,2393,203,0.7772194304857621,0.7730032251944603,0.9998773006134969,0.8719238176760111
141,58146,8154,4,2396,192,0.7766610831937465,0.7728909952606635,0.9995096837460162,0.8717126363053238
141,79327,8200,1,2347,198,0.781500093057882,0.7774722669953541,0.9998780636507743,0.8747599743972689
141,3114652,8084,4,2458,200,0.7708914945095849,0.766837412255739,0.9995054401582592,0.8678475577026301
141,8538320,8120,2,2413,211,0.7752652149637074,0.770910471850375,0.9997537552327013,0.8705440900562851
142,80,8145,3,2396,202,0.7767541410757491,0.7726970875628498,0.9996318114874816,0.8716357215474344
142,225,8124,6,2413,203,0.774892983435697,0.7709974376008352,0.9992619926199262,0.8704130283387798
142,2067,8196,3,2349,198,0.7811278615298716,0.7772403982930298,0.9996341017197219,0.8745198463508322
142,4133,8218,2,2319,207,0.7840126558719523,0.779918382841416,0.9997566909975669,0.8762595297755504
142,6741,8152,4,2377,213,0.778429182951796,0.774242568145123,0.9995095635115253,0.8725715814824727
142,9931,8149,1,2398,198,0.7767541410757491,0.7726367687494075,0.9998773006134969,0.8716906455581109
142,58146,8154,4,2397,191,0.776568025311744,0.7728177423940858,0.9995096837460162,0.87166604308087
142,79327,8200,1,2350,195,0.7812209194118742,0.7772511848341233,0.9998780636507743,0.8746200202655857
142,3114652,8084,4,2465,193,0.7702400893355668,0.7663285619489999,0.9995054401582592,0.8675215968235231
142,8538320,8120,2,2419,205,0.7747068676716918,0.7704715817439984,0.9997537552327013,0.8702641873425863
143,80,8145,3,2396,202,0.7767541410757491,0.7726970875628498,0.9996318114874816,0.8716357215474344
143,225,8124,6,2411,205,0.7750790991997022,0.7711438063597532,0.9992619926199262,0.8705062952049291
143,2067,8196,3,2348,199,0.7812209194118742,0.7773141122913505,0.9996341017197219,0.8745665048284692
143,4133,8218,2,2318,208,0.784105713753955,0.7799924069855733,0.9997566909975669,0.8763062486670932
143,6741,8152,4,2376,214,0.7785222408337986,0.7743161094224924,0.9995095635115253,0.8726182830229072
143,9931,8149,1,2395,201,0.777033314721757,0.7728566009104704,0.9998773006134969,0.8718305338611319
143,58146,8154,4,2395,193,0.7767541410757491,0.772964262015357,0.9995096837460162,0.8717592345111455
143,79327,8200,1,2349,196,0.7813139772938767,0.7773248649161058,0.9998780636507743,0.8746666666666665
143,3114652,8084,4,2464,194,0.7703331472175693,0.7664012135001896,0.9995054401582592,0.867568147671174
143,8538320,8120,2,2418,206,0.7747999255536944,0.7705446953881192,0.9997537552327013,0.8703108252947481
144,80,8145,3,2401,197,0.7762888516657361,0.77233074151337,0.9996318114874816,0.8714025890660104
144,225,8125,5,2416,200,0.7747068676716918,0.770799734370553,0.9993849938499385,0.870333672540303
144,2067,8196,3,2353,194,0.7807556300018612,0.7769456820551711,0.9996341017197219,0.8743332622146364
144,4133,8218,2,2322,204,0.7837334822259445,0.779696394686907,0.9997566909975669,0.8761194029850746
144,6741,8152,4,2378,212,0.7783361250697934,0.7741690408357075,0.9995095635115253,0.8725248849405972
144,9931,8149,1,2402,194,0.7763819095477387,0.7723438536631599,0.9998773006134969,0.8715041976364899
144,58146,8154,4,2403,185,0.7760096780197283,0.7723785166240409,0.9995096837460162,0.8713865882981566
144,79327,8200,1,2351,194,0.7811278615298716,0.7771775187186049,0.9998780636507743,0.8745733788395903
144,3114652,8084,4,2469,189,0.7698678578075563,0.766038093433147,0.9995054401582592,0.8673354433775012
144,8538320,8121,1,2423,201,0.774427694025684,0.770201062215478,0.9998768776163507,0.8701382192221151
145,80,8145,3,2400,198,0.7763819095477387,0.7724039829302988,0.9996318114874816,0.8714492055849785
145,225,8125,5,2415,201,0.7747999255536944,0.7708728652751423,0.9993849938499385,0.8703802892340653
145,2067,8196,3,2351,196,0.7809417457658664,0.7770930122309662,0.9996341017197219,0.8744265443294571
145,4133,8218,2,2322,204,0.7837334822259445,0.779696394686907,0.9997566909975669,0.8761194029850746
145,6741,8152,4,2377,213,0.778429182951796,0.774242568145123,0.9995095635115253,0.8725715814824727
145,9931,8149,1,2401,195,0.7764749674297413,0.7724170616113744,0.9998773006134969,0.8715508021390375
145,58146,8154,4,2401,187,0.7761957937837335,0.7725248697299858,0.9995096837460162,0.8714797199807621
145,79327,8200,1,2351,194,0.7811278615298716,0.7771775187186049,0.9998780636507743,0.8745733788395903
145,3114652,8084,4,2469,189,0.7698678578075563,0.766038093433147,0.9995054401582592,0.8673354433775012
145,8538320,8121,1,2421,203,0.7746138097896892,0.7703471826977804,0.9998768776163507,0.8702314616373767
146,80,8145,3,2402,196,0.7761957937837335,0.7722575139850194,0.9996318114874816,0.8713559775341
146,225,8125,5,2419,197,0.774427694025684,0.7705804248861912,0.9993849938499385,0.8701938524151225
146,2067,8196,3,2353,194,0.7807556300018612,0.7769456820551711,0.9996341017197219,0.8743332622146364
146,4133,8218,2,2326,200,0.7833612506979342,0.7794006069802731,0.9997566909975669,0.8759326369643999
146,6741,8153,3,2381,209,0.7781500093057881,0.773970001898614,0.9996321726336439,0.8724451578384163
146,9931,8149,1,2403,193,0.7762888516657361,0.7722706595905989,0.9998773006134969,0.8714575981178483
146,58146,8154,4,2404,184,0.7759166201377257,0.7723053608638,0.9995096837460162,0.8713400299209233
146,79327,8200,1,2353,192,0.7809417457658664,0.7770302283710793,0.9998780636507743,0.8744801109096726
146,3114652,8084,4,2471,187,0.7696817420435511,0.7658929417337754,0.9995054401582592,0.8672423966099876
146,8538320,8121,1,2426,198,0.7741485203796762,0.7699819853986916,0.9998768776163507,0.8699983930580106
147,80,8145,3,2402,196,0.7761957937837335,0.7722575139850194,0.9996318114874816,0.8713559775341
147,225,8125,5,2419,197,0.774427694025684,0.7705804248861912,0.9993849938499385,0.8701938524151225
147,2067,8196,3,2352,195,0.7808486878838637,0.7770193401592719,0.9996341017197219,0.8743799007841254
147,4133,8218,2,2325,201,0.7834543085799367,0.7794745328654084,0.9997566909975669,0.8759793210041039
147,6741,8153,3,2381,209,0.7781500093057881,0.773970001898614,0.9996321726336439,0.8724451578384163
147,9931,8149,1,2402,194,0.7763819095477387,0.7723438536631599,0.9998773006134969,0.8715041976364899
147,58146,8154,4,2404,184,0.7759166201377257,0.7723053608638,0.9995096837460162,0.8713400299209233
147,79327,8200,1,2352,193,0.7810348036478689,0.77710386656558,0.9998780636507743,0.8745267423878845
147,3114652,8084,4,2471,187,0.7696817420435511,0.7658929417337754,0.9995054401582592,0.8672423966099876
147,8538320,8121,1,2424,200,0.7743346361436814,0.7701280227596017,0.9998768776163507,0.8700916055070446
148,80,8145,3,2406,192,0.775823562255723,0.7719647426784191,0.9996318114874816,0.8711695812610301
148,225,8125,5,2422,194,0.7741485203796762,0.7703612401630795,0.9993849938499385,0.8700540772072602
148,2067,8196,3,2354,193,0.7806625721198586,0.776872037914692,0.9996341017197219,0.8742866286201932
148,4133,8218,2,2328,198,0.7831751349339289,0.7792527972691068,0.9997566909975669,0.8758392838111478
148,6741,8153,3,2385,205,0.7777777777777778,0.7736762193964699,0.9996321726336439,0.8722584786562533
148,9931,8149,1,2406,190,0.7760096780197283,0.7720511605873993,0.9998773006134969,0.8713178294573644
148,58146,8154,4,2408,180,0.7755443886097152,0.7720128763491763,0.9995096837460162,0.8711538461538461
148,79327,8200,1,2355,190,0.7807556300018612,0.7768829938417812,0.9998780636507743,0.8743868628705481
148,3114652,8084,4,2473,185,0.7694956262795459,0.7657478450317325,0.9995054401582592,0.8671493698042371
148,8538320,8121,1,2428,196,0.7739624046156709,0.7698360034126458,0.9998768776163507,0.8699052005784372
149,80,8145,3,2406,192,0.775823562255723,0.7719647426784191,0.9996318114874816,0.8711695812610301
149,225,8125,5,2422,194,0.7741485203796762,0.7703612401630795,0.9993849938499385,0.8700540772072602
149,2067,8196,3,2353,194,0.7807556300018612,0.7769456820551711,0.9996341017197219,0.8743332622146364
149,4133,8218,2,2328,198,0.7831751349339289,0.7792527972691068,0.9997566909975669,0.8758392838111478
149,6741,8153,3,2383,207,0.777963893541783,0.7738230827638573,0.9996321726336439,0.8723518082602184
149,9931,8149,1,2404,192,0.7761957937837335,0.772197479389747,0.9998773006134969,0.8714110035823129
149,58146,8154,4,2407,181,0.7756374464917178,0.7720859767067513,0.9995096837460162,0.8712003846359314
149,79327,8200,1,2355,190,0.7807556300018612,0.7768829938417812,0.9998780636507743,0.8743868628705481
149,3114652,8084,4,2472,186,0.7695886841615485,0.7658203865100417,0.9995054401582592,0.8671958807122934
149,8538320,8121,1,2428,196,0.7739624046156709,0.7698360034126458,0.9998768776163507,0.8699052005784372
150,80,8145,3,2410,188,0.7754513307277127,0.7716721932733301,0.9996318114874816,0.8709832647168902
150,225,8125,5,2426,190,0.7737762888516657,0.7700691877547152,0.9993849938499385,0.8698677800974253
150,2067,8196,3,2358,189,0.7802903405918481,0.7765776009096077,0.9996341017197219,0.8741001439769637
150,4133,8218,2,2330,196,0.7829890191699237,0.7791050436101631,0.9997566909975669,0.8757459505541346
150,6741,8153,3,2386,204,0.7776847198957751,0.7736028086156181,0.9996321726336439,0.872211821342605
150,9931,8149,1,2409,187,0.7757305043737205,0.7718317863231673,0.9998773006134969,0.8711781056232628
150,58146,8154,4,2410,178,0.77535827284571,0.7718667171525937,0.9995096837460162,0.8710607841042622
150,79327,8200,1,2356,189,0.7806625721198586,0.7768093974990526,0.9998780636507743,0.874340246308045
150,3114652,8084,4,2475,183,0.7693095105155406,0.7656028032957667,0.9995054401582592,0.8670563629538263
150,8538320,8122,0,2432,192,0.7736832309696632,0.7695660413113512,1.0,0.8697793960162777
151,80,8145,3,2409,189,0.7755443886097152,0.7717453098351336,0.9996318114874816,0.8710298363811357
151,225,8125,5,2425,191,0.7738693467336684,0.7701421800947867,0.9993849938499385,0.8699143468950751
151,2067,8196,3,2356,191,0.7804764563558534,0.7767247915087188,0.9996341017197219,0.8741933763532613
151,4133,8218,2,2330,196,0.7829890191699237,0.7791050436101631,0.9997566909975669,0.8757459505541346
151,6741,8153,3,2385,205,0.7777777777777778,0.7736762193964699,0.9996321726336439,0.8722584786562533
151,9931,8149,1,2408,188,0.775823562255723,0.7719048972245903,0.9998773006134969,0.871224675255252
151,58146,8154,4,2409,179,0.7754513307277127,0.7719397898324339,0.9995096837460162,0.8711073126435552
151,79327,8200,1,2355,190,0.7807556300018612,0.7768829938417812,0.9998780636507743,0.8743868628705481
151,3114652,8084,4,2472,186,0.7695886841615485,0.7658203865100417,0.9995054401582592,0.8671958807122934
151,8538320,8122,0,2432,192,0.7736832309696632,0.7695660413113512,1.0,0.8697793960162777
152,80,8145,3,2410,188,0.7754513307277127,0.7716721932733301,0.9996318114874816,0.8709832647168902
152,225,8125,5,2427,189,0.7736832309696632,0.7699962092494314,0.9993849938499385,0.8698212182849802
152,2067,8196,3,2360,187,0.7801042248278429,0.7764304660856385,0.9996341017197219,0.8740069314849374
152,4133,8218,2,2335,191,0.7825237297599107,0.7787359044821378,0.9997566909975669,0.8755127044159166
152,6741,8153,3,2393,197,0.777033314721757,0.7730893229660535,0.9996321726336439,0.8718853598545611
152,9931,8149,1,2411,185,0.7755443886097152,0.7716856060606061,0.9998773006134969,0.8710849812934259
152,58146,8154,4,2412,176,0.7751721570817048,0.7717206132879046,0.9995096837460162,0.8709677419354839
152,79327,8200,1,2361,184,0.7801972827098456,0.776441624846132,0.9998780636507743,0.8741072380343247
152,3114652,8084,4,2477,181,0.7691233947515355,0.7654578164946502,0.9995054401582592,0.8669633760523352
152,8538320,8122,0,2433,191,0.7735901730876605,0.7694931312174325,1.0,0.8697328264710606
153,80,8145,3,2410,188,0.7754513307277127,0.7716721932733301,0.9996318114874816,0.8709832647168902
153,225,8125,5,2426,190,0.7737762888516657,0.7700691877547152,0.9993849938499385,0.8698677800974253
153,2067,8196,3,2359,188,0.7801972827098456,0.776504026527712,0.9996341017197219,0.8740535352458142
153,4133,8218,2,2333,193,0.7827098455239159,0.7788835181499384,0.9997566909975669,0.8756059879601514
153,6741,8153,3,2390,200,0.7773124883677648,0.7733093047519681,0.9996321726336439,0.8720252419915504
153,9931,8149,1,2411,185,0.7755443886097152,0.7716856060606061,0.9998773006134969,0.8710849812934259
153,58146,8154,4,2411,177,0.7752652149637074,0.7717936583057264,0.9995096837460162,0.8710142605351705
153,79327,8200,1,2358,187,0.7804764563558534,0.7766622466376207,0.9998780636507743,0.8742470280931818
153,3114652,8084,4,2477,181,0.7691233947515355,0.7654578164946502,0.9995054401582592,0.8669633760523352
153,8538320,8122,0,2432,192,0.7736832309696632,0.7695660413113512,1.0,0.8697793960162777
154,80,8145,3,2413,185,0.7751721570817048,0.7714529266906611,0.9996318114874816,0.8708435796001284
154,225,8125,5,2428,188,0.7735901730876605,0.7699232445750024,0.9993849938499385,0.8697746614569394
154,2067,8196,3,2362,185,0.7799181090638377,0.7762833870051146,0.9996341017197219,0.8739137388708216
154,4133,8218,2,2339,187,0.7821514982319002,0.7784408449370086,0.9997566909975669,0.8753261969430686
154,6741,8153,3,2397,193,0.7766610831937465,0.7727962085308057,0.9996321726336439,0.8716989201325778
154,9931,8149,1,2412,184,0.7754513307277127,0.7716125366916011,0.9998773006134969,0.8710384265939821
154,58146,8154,4,2415,173,0.774892983435697,0.7715015611694579,0.9995096837460162,0.8708282159448925
154,79327,8200,1,2363,182,0.7800111669458403,0.7762946132727445,0.9998780636507743,0.8740140694947773
154,3114652,8085,3,2479,179,0.7690303368695328,0.76533510034078,0.9996290801186943,0.8669311601972978
154,8538320,8122,0,2435,189,0.7734040573236554,0.769347352467557,1.0,0.8696397023395257
155,80,8145,3,2412,186,0.7752652149637074,0.7715260017050298,0.9996318114874816,0.8708901363271851
155,225,8125,5,2427,189,0.7736832309696632,0.7699962092494314,0.9993849938499385,0.8698212182849802
155,2067,8196,3,2362,185,0.7799181090638377,0.7762833870051146,0.9996341017197219,0.8739137388708216
155,4133,8218,2,2337,189,0.7823376139959054,0.7785883467550924,0.9997566909975669,0.8754194407456725
155,6741,8153,3,2395,195,0.7768471989577517,0.7729427379598028,0.9996321726336439,0.871792130025663
155,9931,8149,1,2411,185,0.7755443886097152,0.7716856060606061,0.9998773006134969,0.8710849812934259
155,58146,8154,4,2415,173,0.774892983435697,0.7715015611694579,0.9995096837460162,0.8708282159448925
155,79327,8200,1,2363,182,0.7800111669458403,0.7762946132727445,0.9998780636507743,0.8740140694947773
155,3114652,8085,3,2478,180,0.7691233947515355,0.7654075546719682,0.9996290801186943,0.8669776419494933
155,8538320,8122,0,2435,189,0.7734040573236554,0.769347352467557,1.0,0.8696397023395257
156,80,8145,3,2415,183,0.7749860413176997,0.7713068181818182,0.9996318114874816,0.870750481077614
156,225,8125,5,2428,188,0.7735901730876605,0.7699232445750024,0.9993849938499385,0.8697746614569394
156,2067,8196,3,2365,182,0.7796389354178299,0.776062872834012,0.9996341017197219,0.8737739872068232
156,4133,8218,2,2341,185,0.781965382467895,0.778293398996117,0.9997566909975669,0.8752329730017573
156,6741,8153,3,2401,189,0.7762888516657361,0.7725033162781884,0.9996321726336439,0.8715125601282736
156,9931,8149,1,2413,183,0.77535827284571,0.7715394811588714,0.9998773006134969,0.8709918768704573
156,58146,8154,4,2415,173,0.774892983435697,0.7715015611694579,0.9995096837460162,0.8708282159448925
156,79327,8200,1,2370,175,0.7793597617718221,0.7757805108798487,0.9998780636507743,0.8736881359543978
156,3114652,8085,3,2484,174,0.7685650474595198,0.764973034345728,0.9996290801186943,0.8666988261778421
156,8538320,8122,0,2440,184,0.7729387679136422,0.7689831471312252,1.0,0.8694069792335687
157,80,8145,3,2415,183,0.7749860413176997,0.7713068181818182,0.9996318114874816,0.870750481077614
157,225,8125,5,2428,188,0.7735901730876605,0.7699232445750024,0.9993849938499385,0.8697746614569394
157,2067,8196,3,2364,183,0.7797319932998324,0.7761363636363636,0.9996341017197219,0.8738205661282584
157,4133,8218,2,2340,186,0.7820584403498977,0.7783671149838984,0.9997566909975669,0.8752795824901479
157,6741,8153,3,2400,190,0.7763819095477387,0.7725765185255378,0.9996321726336439,0.8715591426586136
157,9931,8149,1,2413,183,0.77535827284571,0.7715394811588714,0.9998773006134969,0.8709918768704573
157,58146,8154,4,2415,173,0.774892983435697,0.7715015611694579,0.9995096837460162,0.8708282159448925
157,79327,8200,1,2369,176,0.7794528196538246,0.7758539123852777,0.9998780636507743,0.8737346830047948
157,3114652,8085,3,2484,174,0.7685650474595198,0.764973034345728,0.9996290801186943,0.8666988261778421
157,8538320,8122,0,2437,187,0.7732179415596501,0.7692016289421346,1.0,0.8695465981478506
158,80,8145,3,2418,180,0.7747068676716918,0.7710877591593297,0.9996318114874816,0.8706108706108706
158,225,8126,4,2431,185,0.7734040573236554,0.7697262479871175,0.9995079950799508,0.8696955102477657
158,2067,8196,3,2366,181,0.7795458775358273,0.7759893959477372,0.9996341017197219,0.8737274132508928
158,4133,8218,2,2342,184,0.7818723245858924,0.778219696969697,0.9997566909975669,0.8751863684771033
158,6741,8153,3,2402,188,0.7761957937837335,0.7724301279014685,0.9996321726336439,0.8714659825770936
158,9931,8149,1,2415,181,0.7751721570817048,0.7713934115865203,0.9998773006134969,0.8708987923479747
158,58146,8154,4,2420,168,0.774427694025684,0.7711367505201437,0.9995096837460162,0.8705957719410634
158,79327,8200,1,2371,174,0.7792667038898194,0.7757071232617538,0.9998780636507743,0.8736415938632006
158,3114652,8085,3,2486,172,0.7683789316955146,0.7648283038501561,0.9996290801186943,0.8666059274344821
158,8538320,8122,0,2441,183,0.7728457100316397,0.7689103474391745,1.0,0.8693604495584693
159,80,8145,3,2418,180,0.7747068676716918,0.7710877591593297,0.9996318114874816,0.8706108706108706
159,225,8126,4,2429,187,0.7735901730876605,0.7698720985315016,0.9995079950799508,0.8697886004816698
159,2067,8196,3,2366,181,0.7795458775358273,0.7759893959477372,0.9996341017197219,0.8737274132508928
159,4133,8218,2,2341,185,0.781965382467895,0.778293398996117,0.9997566909975669,0.8752329730017573
159,6741,8153,3,2402,188,0.7761957937837335,0.7724301279014685,0.9996321726336439,0.8714659825770936
159,9931,8149,1,2414,182,0.7752652149637074,0.7714664394584871,0.9998773006134969,0.8709453321220542
159,58146,8154,4,2418,170,0.7746138097896892,0.7712826333711691,0.9995096837460162,0.8706887346502937
159,79327,8200,1,2371,174,0.7792667038898194,0.7757071232617538,0.9998780636507743,0.8736415938632006
159,3114652,8085,3,2485,173,0.7684719895775172,0.7649006622516556,0.9996290801186943,0.8666523743166471
159,8538320,8122,0,2440,184,0.7729387679136422,0.7689831471312252,1.0,0.8694069792335687
160,80,8145,3,2420,178,0.7745207519076865,0.7709417889256981,0.9996318114874816,0.8705178218350879
160,225,8126,4,2434,182,0.7731248836776475,0.7695075757575758,0.9995079950799508,0.8695559122525415
160,2067,8196,3,2367,180,0.7794528196538246,0.7759159329735871,0.9996341017197219,0.8736808442596738
160,4133,8218,2,2343,183,0.7817792667038899,0.7781460089006723,0.9997566909975669,0.8751397689153934
160,6741,8153,3,2407,183,0.7757305043737205,0.772064393939394,0.9996321726336439,0.8712331694806582
160,9931,8149,1,2417,179,0.7749860413176997,0.7712473973121332,0.9998773006134969,0.8708057277195981
160,58146,8154,4,2421,167,0.7743346361436814,0.7710638297872341,0.9995096837460162,0.870549298030214
160,79327,8200,1,2372,173,0.7791736460078169,0.7756337495270526,0.9998780636507743,0.8735950567304106
160,3114652,8085,3,2489,169,0.7680997580495068,0.764611310762247,0.9996290801186943,0.8664666166541636
160,8538320,8122,0,2443,181,0.7726595942676344,0.7687647893989589,1.0,0.8692674051479637
161,80,8145,3,2419,179,0.7746138097896892,0.7710147671336615,0.9996318114874816,0.8705643437366396
161,225,8126,4,2433,183,0.7732179415596501,0.7695804526943839,0.9995079950799508,0.8696024399379315
161,2067,8196,3,2366,181,0.7795458775358273,0.7759893959477372,0.9996341017197219,0.8737274132508928
161,4133,8218,2,2343,183,0.7817792667038899,0.7781460089006723,0.9997566909975669,0.8751397689153934
161,6741,8153,3,2407,183,0.7757305043737205,0.772064393939394,0.9996321726336439,0.8712331694806582
161,9931,8149,1,2417,179,0.7749860413176997,0.7712473973121332,0.9998773006134969,0.8708057277195981
161,58146,8154,4,2421,167,0.7743346361436814,0.7710638297872341,0.9995096837460162,0.870549298030214
161,79327,8200,1,2372,173,0.7791736460078169,0.7756337495270526,0.9998780636507743,0.8735950567304106
161,3114652,8085,3,2489,169,0.7680997580495068,0.764611310762247,0.9996290801186943,0.8664666166541636
161,8538320,8122,0,2443,181,0.7726595942676344,0.7687647893989589,1.0,0.8692674051479637
162,80,8145,3,2420,178,0.7745207519076865,0.7709417889256981,0.9996318114874816,0.8705178218350879
162,225,8126,4,2436,180,0.7729387679136422,0.769361863283469,0.9995079950799508,0.86946287181682
162,2067,8196,3,2370,177,0.7791736460078169,0.7756956274843839,0.9996341017197219,0.8735411670663469
162,4133,8218,2,2344,182,0.7816862088218872,0.7780723347850785,0.9997566909975669,0.8750931743158342
162,6741,8153,3,2410,180,0.7754513307277127,0.7718451197576446,0.9996321726336439,0.8710935413216517
162,9931,8149,1,2418,178,0.774892983435697,0.7711744109018643,0.9998773006134969,0.8707592028637067
162,58146,8154,4,2422,166,0.7742415782616787,0.7709909228441755,0.9995096837460162,0.8705028290808156
162,79327,8200,1,2373,172,0.7790805881258143,0.7755603896718055,0.9998780636507743,0.8735485245552358
162,3114652,8085,3,2492,166,0.767820584403499,0.7643944407677035,0.9996290801186943,0.8663273506563085
162,8538320,8122,0,2447,177,0.7722873627396241,0.7684738385845397,1.0,0.869081376063346
163,80,8145,3,2420,178,0.7745207519076865,0.7709417889256981,0.9996318114874816,0.8705178218350879
163,225,8126,4,2436,180,0.7729387679136422,0.769361863283469,0.9995079950799508,0.86946287181682
163,2067,8196,3,2368,179,0.7793597617718221,0.7758424839076108,0.9996341017197219,0.8736342802323722
163,4133,8218,2,2342,184,0.7818723245858924,0.778219696969697,0.9997566909975669,0.8751863684771033
163,6741,8153,3,2409,181,0.7755443886097152,0.7719181973111153,0.9996321726336439,0.8711400790682766
163,9931,8149,1,2417,179,0.7749860413176997,0.7712473973121332,0.9998773006134969,0.8708057277195981
163,58146,8154,4,2421,167,0.7743346361436814,0.7710638297872341,0.9995096837460162,0.870549298030214
163,79327,8200,1,2372,173,0.7791736460078169,0.7756337495270526,0.9998780636507743,0.8735950567304106
